Rank,English_Meaning,Word,Languages_Found,Count
948,account,conta,"gl,pt",2
949,release,liberar,"es,gl",2
950,fund,fondo,"es,gl",2
951,environment,ambiente,"es,gl,it,pt",4
952,treat,tratar,"es,gl,pt",3
953,specific,specific,"en,ro",2
953,specific,específico,"es,gl,pt",3
954,version,version,"en,fr",2
954,version,versión,"es,gl",2
956,hate,odio,"es,gl",2
957,reality,realidade,"gl,pt",2
958,visit,visita,"ca,es,gl,it",4
959,club,club,"ca,en,es,fr,gl,it,ro",7
961,river,río,"es,gl",2
962,brain,cerebro,"es,gl",2
963,memory,memoria,"es,gl,it",3
964,rock,rock,"en,es",2
966,camera,cámara,"es,gl",2
967,global,global,"ca,en,es,fr,gl,pt,ro",7
968,various,varios,"es,gl",2
969,arrive,chegar,"gl,pt",2
970,notice,aviso,"es,gl",2
971,bit,bit,"ca,en,fr",3
972,detail,detalle,"es,gl",2
974,argument,argument,"ca,en,fr,ro",4
974,argument,argumento,"es,gl,pt",3
975,lot,lot,"ca,en,ro",3
975,lot,lote,"es,gl",2
977,weapon,arma,"ca,es,gl,it,pt",5
979,station,station,"en,fr",2
979,station,estación,"es,gl",2
980,island,illa,"ca,gl",2
981,absolutely,absolutamente,"es,gl,pt",3
983,discussion,discussion,"en,fr",2
983,discussion,discusión,"es,gl",2
985,affect,afectar,"ca,es,gl",3
986,design,design,"en,it",2
987,little,pouco,"gl,pt",2
989,respond,responder,"es,gl,pt",3
990,control,control,"ca,en,es,gl",4
992,conversation,conversation,"en,fr",2
993,manage,gestionar,"ca,es",2
995,date,Data,"it,ro",2
995,date,data,"ca,gl",2
996,public,public,"en,ro",2
996,public,público,"es,gl,pt",3
998,top,top,"en,ro",2
999,post,post,"en,ro",2
1002,assume,asumir,"es,gl",2
1003,writer,escritor,"es,gl,pt",3
1005,credit,credit,"en,ro",2
1005,credit,crédito,"es,gl,pt",3
1006,green,verde,"es,gl,it,pt,ro",5
1007,marriage,matrimonio,"es,gl,it",3
1008,operation,operación,"es,gl",2
1010,sleep,dormir,"ca,es",2
1011,necessary,necesario,"es,gl",2
1012,reveal,revelar,"ca,es,gl,pt",4
1013,agent,agent,"ca,en,fr,ro",4
1013,agent,agente,"es,it,pt",3
1014,access,acceso,"es,gl",2
1015,bar,bar,"ca,en,es,fr,gl,pt,ro",7
1016,debate,debate,"en,es,gl,pt",4
1017,leg,perna,"gl,pt",2
1018,contain,contenir,"ca,fr",2
1018,contain,conter,"gl,pt",2
1019,beat,bater,"gl,pt",2
1020,cool,cool,"en,fr",2
1021,democratic,democratic,"en,ro",2
1021,democratic,democrático,"es,gl,pt",3
1022,cold,frío,"es,gl",2
1023,glass,vidro,"gl,pt",2
1025,adult,adult,"ca,en,ro",3
1025,adult,adulto,"es,gl,it,pt",4
1026,trade,comercio,"es,gl",2
1027,religious,religioso,"es,it,pt",3
1028,head,cabeza,"es,gl",2
1028,head,cap,"ca,ro",2
1029,review,revisión,"es,gl",2
1030,kind,amable,"ca,es,gl",3
1032,association,association,"en,fr",2
1032,association,asociación,"es,gl",2
1034,stock,stock,"en,gl",2
1035,gas,gas,"ca,en,es,gl,it",5
1035,gas,gaz,"fr,ro",2
1036,deep,profundo,"es,gl,pt",3
1037,lawyer,avocat,"fr,ro",2
1038,production,production,"en,fr",2
1039,relate,relacionar,"ca,es,gl,pt",4
1040,middle,medio,"es,gl",2
1041,management,management,"en,ro",2
1042,original,original,"ca,en,es,fr,pt,ro",6
1043,victim,víctima,"ca,es",2
1043,victim,vítima,"gl,pt",2
1044,cancer,cancer,"en,fr,ro",3
1044,cancer,cancro,"gl,it",2
1046,particular,particular,"ca,en,gl",3
1046,particular,especial,"es,pt",2
1049,item,item,"en,pt",2
1049,item,elemento,"gl,it",2
1050,weight,peso,"es,gl,it,pt",4
1052,step,paso,"es,gl",2
1053,positive,positivo,"es,gl,it,pt",4
1054,form,forma,"ca,gl",2
1056,study,estudar,"gl,pt",2
1058,establish,establecer,"es,gl",2
1059,executive,executivo,"gl,pt",2
1060,politics,política,"ca,es,gl,pt",4
1062,customer,cliente,"es,gl,it,pt",4
1062,customer,client,"ca,fr,ro",3
1065,publish,publicar,"ca,es,gl,pt",4
1066,popular,popular,"ca,en,es,gl,pt,ro",6
1067,sing,cantar,"ca,gl,pt",3
1069,conference,conferencia,"es,gl",2
1070,total,total,"ca,en,es,gl,pt,ro",6
1071,discover,descubrir,"es,gl",2
1071,discover,descobrir,"ca,pt",2
1072,fast,rápido,"es,gl",2
1073,base,base,"ca,en,es,fr,gl,it,pt",7
1074,direction,direction,"en,fr",2
1074,direction,dirección,"es,gl",2
1075,sunday,domingo,"es,gl",2
1076,maintain,manter,"gl,pt",2
1077,past,pasado,"es,gl",2
1079,peace,paz,"es,gl",2
1079,peace,pace,"it,ro",2
1080,dinner,cena,"es,it",2
1082,user,usuario,"es,gl",2
1084,fly,volar,"ca,es",2
1085,bag,sac,"fr,ro",2
1088,individual,individual,"ca,en,es,gl,ro",5
1089,tough,difícil,"es,pt",2
1089,tough,difficile,"fr,it",2
1091,shall,deberá,"es,gl",2
1092,inside,dentro,"es,gl,it,pt",4
1094,tool,ferramenta,"gl,pt",2
1098,mountain,montaña,"es,gl",2
1099,range,rango,"es,gl",2
1100,coach,entrenador,"ca,es",2
1101,fear,medo,"gl,pt",2
1103,attorney,avocat,"fr,ro",2
1105,nor,ni,"es,fr",2
1106,expert,expert,"ca,en,fr,ro",4
1106,expert,experto,"es,gl",2
1107,structure,structure,"en,fr",2
1107,structure,estructura,"ca,es",2
1107,structure,estrutura,"gl,pt",2
1108,budget,budget,"en,fr",2
1109,insurance,seguro,"es,gl,pt",3
1110,text,text,"ca,en,ro",3
1110,text,texto,"es,gl,pt",3
1111,freedom,liberdade,"gl,pt",2
1113,reader,lector,"ca,es,gl",3
1114,style,style,"en,fr",2
1114,style,estilo,"es,gl,pt",3
1115,through,a través de,"ca,gl",2
1116,march,marcha,"es,gl",2
1117,machine,machine,"en,fr",2
1117,machine,máquina,"es,gl,pt",3
1118,november,novembre,"fr,it",2
1118,november,novembro,"gl,pt",2
1122,admit,admitir,"es,gl",2
1123,hello,Hola,"ca,es",2
1125,sea,mar,"ca,es,gl,pt",4
1125,sea,mare,"it,ro",2
1127,mouth,boca,"ca,es,gl,pt",4
1129,own,propio,"es,gl",2
1130,test,test,"en,fr,it",3
1131,web,web,"ca,en,es,gl,ro",5
1132,shake,sacudir,"es,pt",2
1134,solution,solución,"es,gl",2
1138,scientist,científico,"es,gl",2
1140,obviously,obviamente,"es,gl,pt",3
1141,refer,referir,"es,pt",2
1143,drink,beber,"es,gl",2
1144,investigation,investigación,"es,gl",2
1145,senator,senator,"en,ro",2
1145,senator,senador,"ca,es,gl,pt",4
1146,unit,unidade,"gl,pt",2
1147,photograph,fotografía,"es,gl",2
1147,photograph,fotografia,"ca,it,pt",3
1149,television,televisión,"es,gl",2
1150,key,chave,"gl,pt",2
1151,sexual,sexual,"ca,en,es,gl,pt,ro",6
1152,radio,radio,"en,es,fr,gl,ro",5
1155,modern,modern,"ca,en,ro",3
1155,modern,moderno,"es,gl,it,pt",4
1156,senate,senado,"es,gl,pt",3
1156,senate,senat,"ca,ro",2
1157,violence,violencia,"es,gl",2
1158,touch,tocar,"ca,es,gl",3
1159,feature,característica,"ca,es,gl,pt",4
1160,audience,public,"fr,ro",2
1160,audience,público,"gl,pt",2
1162,whom,qui,"ca,fr",2
1164,hall,salón,"es,gl",2
1164,hall,sala,"ca,it",2
1165,task,tarefa,"gl,pt",2
1168,suffer,sufrir,"es,gl",2
1169,wide,ancho,"es,gl",2
1170,spring,primavera,"ca,es,gl,it",4
1171,experience,experiencia,"es,gl",2
1172,civil,civil,"ca,en,es,fr,ro",5
1174,weekend,fin de semana,"es,gl",2
1175,while,mentre,"ca,it",2
1176,worth,valor,"es,pt",2
1177,title,título,"es,gl,pt",3
1178,heat,calor,"ca,es,gl,pt",4
1179,normal,normal,"ca,en,es,gl,pt,ro",6
1180,hope,esperanza,"es,gl",2
1182,finger,dedo,"es,gl,pt",3
1184,mission,mission,"en,fr",2
1184,mission,misión,"es,gl",2
1185,eventually,finalmente,"es,gl",2
1186,participant,participant,"ca,en,fr,ro",4
1186,participant,participante,"gl,pt",2
1187,hotel,hotel,"ca,en,es,gl,pt,ro",6
1189,pattern,patrón,"es,gl",2
1191,institution,institution,"en,fr",2
1191,institution,institución,"es,gl",2
1192,faith,fe,"ca,es,gl",3
1193,professional,professional,"ca,en",2
1193,professional,profesional,"es,gl,ro",3
1195,folk,folk,"en,gl,pt",3
1195,folk,gente,"es,it",2
1195,folk,popular,"ca,ro",2
1196,surface,surface,"en,fr",2
1196,surface,superficie,"es,gl,it",3
1196,surface,superfície,"ca,pt",2
1197,fall,caer,"es,gl",2
1198,client,client,"ca,en,fr,ro",4
1198,client,cliente,"es,it,pt",3
1199,edge,bordo,"gl,it",2
1200,traditional,tradicional,"ca,es,gl,pt",4
1202,device,dispositivo,"es,gl,it,pt",4
1204,environmental,ambiental,"ca,es,gl",3
1205,responsibility,responsabilidade,"gl,pt",2
1206,chair,cadeira,"gl,pt",2
1207,internet,internet,"ca,en,gl",3
1207,internet,Internet,"es,it,pt,ro",4
1208,october,octubre,"ca,es",2
1209,by,por,"es,gl,pt",3
1211,immediately,inmediatamente,"es,gl",2
1212,investment,investimento,"gl,it,pt",3
1214,effective,eficaz,"es,gl,pt",3
1214,effective,efficace,"fr,it",2
1215,previous,anterior,"ca,es,gl,pt,ro",5
1217,consumer,consumidor,"ca,es,gl,pt",4
1218,element,element,"ca,en,ro",3
1218,element,elemento,"es,gl,it,pt",4
1219,nuclear,nuclear,"ca,en,es,gl,pt,ro",6
1220,spirit,spirit,"en,ro",2
1220,spirit,espírito,"gl,pt",2
1221,directly,directamente,"es,gl",2
1223,define,definir,"ca,es,gl,pt",4
1225,track,pista,"ca,es,gl",3
1226,run,correr,"ca,es,gl",3
1227,wind,vent,"ca,fr",2
1227,wind,vento,"gl,it,pt",3
1228,lack,falta,"gl,pt",2
1229,cost,cost,"ca,en,ro",3
1229,cost,costo,"es,it",2
1229,cost,custo,"gl,pt",2
1230,announce,anunciar,"ca,es,gl,pt",4
1231,journal,journal,"en,fr",2
1232,heavy,pesado,"es,gl,pt",3
1234,collection,collection,"en,fr",2
1234,collection,colección,"es,gl",2
1235,feed,alimentación,"es,gl",2
1235,feed,alimentar,"ca,pt",2
1236,soldier,soldado,"es,gl,pt",3
1236,soldier,soldat,"ca,fr,ro",3
1238,governor,gobernador,"es,gl",2
1238,governor,governador,"ca,pt",2
1239,fish,peixe,"gl,pt",2
1241,cultural,cultural,"ca,en,es,pt,ro",5
1242,successful,exitoso,"es,gl",2
1244,trust,confiar,"ca,gl",2
1246,future,futuro,"es,gl,it,pt",4
1246,future,futur,"ca,fr",2
1247,interested,interesado,"es,gl",2
1248,deliver,entregar,"es,gl,pt",3
1249,saturday,sábado,"es,gl,pt",3
1250,editor,editor,"ca,en,es,gl,pt,ro",6
1251,fresh,fresco,"gl,it,pt",3
1253,destroy,destruir,"ca,es,pt",3
1255,critical,crítico,"es,gl,pt",3
1256,agreement,acordo,"gl,pt",2
1256,agreement,acord,"ca,ro",2
1257,powerful,poderoso,"es,gl,pt",3
1258,researcher,investigador,"ca,es,gl,pt",4
1259,concept,concept,"en,fr,ro",3
1259,concept,concepto,"es,gl",2
1260,willing,disposto,"it,pt",2
1261,band,banda,"ca,es,gl,pt",4
1262,marry,casar,"es,gl,pt",3
1263,promise,promesa,"ca,es,gl",3
1264,easily,facilmente,"gl,it,pt",3
1265,restaurant,restaurant,"ca,en,ro",3
1265,restaurant,restaurante,"es,gl,pt",3
1266,league,liga,"es,gl,pt",3
1267,senior,senior,"en,gl,ro",3
1268,capital,capital,"ca,en,es,gl,pt,ro",6
1270,april,abril,"ca,es,gl,pt",4
1271,potential,potencial,"ca,es,gl,pt",4
1272,etc,etc,"ca,en,es,fr,gl,pt,ro",7
1273,quick,rápido,"es,gl,pt",3
1274,magazine,magazine,"en,fr",2
1274,magazine,revista,"ca,es,gl,pt",4
1275,status,status,"en,pt",2
1275,status,estado,"es,gl",2
1277,replace,substituir,"ca,pt",2
1282,screen,pantalla,"ca,es,gl",3
1283,generally,en general,"ca,es",2
1284,mistake,erro,"gl,pt",2
1287,battle,batalla,"ca,es,gl",3
1288,spot,lugar,"es,gl",2
1289,basic,básico,"es,gl,pt",3
1291,corner,esquina,"es,gl",2
1293,driver,conductor,"ca,es",2
1295,religion,religion,"en,fr",2
1296,crisis,crisis,"en,es",2
1296,crisis,crise,"fr,gl,pt",3
1296,crisis,crisi,"ca,it",2
1297,count,contar,"es,gl,pt",3
1298,museum,museo,"es,gl",2
1298,museum,museu,"ca,pt",2
1299,engage,comprometerse,"es,gl",2
1300,communication,comunicación,"es,gl",2
1302,blow,golpe,"gl,pt",2
1303,object,objeto,"es,pt",2
1304,express,expressar,"ca,pt",2
1305,huh,huh,"en,ro",2
1305,huh,eh,"ca,es,gl",3
1306,encourage,animar,"ca,es,gl",3
1308,blog,blog,"en,gl,it,pt,ro",5
1308,blog,Blog,"es,fr",2
1309,smile,sorriso,"gl,pt",2
1312,block,bloc,"ca,ro",2
1314,fire,foc,"ca,ro",2
1315,labor,labor,"en,es",2
1316,understanding,comprensión,"es,gl",2
1318,contract,contrato,"es,gl,pt",3
1319,middle,medio,"es,gl",2
1320,species,especies,"es,gl",2
1321,additional,adicional,"es,gl,pt",3
1322,sample,mostra,"ca,gl",2
1324,inside,dentro,"es,gl,it,pt",4
1327,concerned,preocupado,"es,gl,pt",3
1329,conduct,conducta,"ca,es",2
1329,conduct,conduta,"gl,pt",2
1332,library,biblioteca,"ca,gl,it,pt",4
1333,prison,prison,"en,fr",2
1333,prison,prisión,"es,gl",2
1335,attempt,intento,"es,gl",2
1336,complete,completo,"es,gl,pt",3
1337,code,code,"en,fr",2
1337,code,código,"es,gl,pt",3
1338,sales,vendas,"gl,pt",2
1339,gift,regalo,"es,it",2
1341,increase,aumento,"es,it",2
1343,introduce,introduce,"en,ro",2
1344,roll,rolar,"gl,pt",2
1345,christian,cristiano,"es,it",2
1346,definitely,definitivamente,"es,gl",2
1348,lake,lago,"es,gl,it",3
1350,sure,seguro,"es,gl",2
1352,plane,avión,"es,gl",2
1352,plane,avion,"fr,ro",2
1353,vehicle,vehicle,"ca,en",2
1353,vehicle,vehículo,"es,gl",2
1354,examine,examinar,"ca,es,gl,pt",4
1355,application,application,"en,fr",2
1356,thousand,mil,"es,gl,pt",3
1356,thousand,mille,"fr,it",2
1357,coffee,café,"es,fr,gl,pt",4
1359,result,resultado,"es,gl,pt",3
1360,file,file,"en,it",2
1362,reform,reforma,"ca,es,gl,pt,ro",5
1363,ignore,ignorar,"ca,es,gl,pt",4
1365,gold,oro,"es,it",2
1365,gold,or,"ca,fr",2
1365,gold,ouro,"gl,pt",2
1366,jump,salto,"es,it",2
1366,jump,saltar,"ca,gl",2
1367,planet,planeta,"ca,es,gl,pt",4
1371,principle,principio,"es,gl,it",3
1372,promote,promover,"es,gl,pt",3
1374,nine,nove,"gl,it,pt",3
1375,alive,vivo,"gl,it,pt",3
1377,sky,cielo,"es,it",2
1379,remind,recordar,"ca,es",2
1379,remind,lembrar,"gl,pt",2
1380,healthy,sano,"es,it",2
1381,fit,encaixar,"ca,gl",2
1384,commercial,commercial,"en,fr",2
1384,commercial,comercial,"ca,es,gl,pt,ro",5
1385,steal,robar,"ca,es",2
1385,steal,roubar,"gl,pt",2
1386,basis,base,"ca,es,fr,gl,it,pt",6
1387,context,context,"ca,en,ro",3
1387,context,contexto,"es,gl,pt",3
1388,highly,altamente,"es,gl,it,pt",4
1389,christmas,Nadal,"ca,gl",2
1390,strength,forza,"gl,it",2
1390,strength,força,"ca,pt",2
1393,mean,significar,"ca,es,gl,pt",4
1398,master,mestre,"ca,gl,pt",3
1400,scale,escala,"ca,es,gl",3
1401,resident,resident,"ca,en",2
1401,resident,residente,"es,gl,it,pt",4
1403,sweet,dulce,"es,ro",2
1403,sweet,doce,"gl,pt",2
1405,reporter,reporter,"en,it,ro",3
1408,one,un,"ca,fr,gl",3
1410,vision,vision,"en,fr",2
1410,vision,visión,"es,gl",2
1411,function,función,"es,gl",2
1413,sick,enfermo,"es,gl",2
1414,average,media,"gl,it",2
1415,human,humano,"es,gl,pt",3
1416,stupid,estúpido,"es,gl,pt",3
1419,connection,conexión,"es,gl",2
1420,camp,camp,"en,fr",2
1421,stone,pedra,"ca,gl,pt",3
1422,hundred,cent,"ca,fr",2
1423,key,chave,"gl,pt",2
1424,truck,camión,"es,gl",2
1424,truck,camion,"it,ro",2
1425,afternoon,tarde,"es,gl,pt",3
1426,responsible,responsable,"ca,es,fr,gl",4
1427,secretary,secretario,"es,gl",2
1428,apparently,aparentemente,"es,pt",2
1429,smart,inteligente,"es,pt",2
1430,southern,meridional,"ca,gl",2
1431,totally,totalmente,"es,gl,it,pt",4
1432,western,occidental,"es,fr,gl",3
1434,conflict,conflict,"en,ro",2
1434,conflict,conflito,"gl,pt",2
1435,burn,queimar,"gl,pt",2
1437,wake,despertar,"ca,es",2
1438,contribute,contribuir,"ca,es,pt",3
1440,british,británico,"es,gl",2
1442,order,pedido,"es,pt",2
1442,order,ordre,"ca,fr",2
1446,variety,variedade,"gl,pt",2
1447,perspective,perspectiva,"ca,es,gl,pt",4
1448,document,document,"ca,en,fr,ro",4
1448,document,documento,"es,gl,it,pt",4
1449,presence,presenza,"gl,it",2
1450,stare,mirar,"ca,gl",2
1451,lesson,lección,"es,gl",2
1452,limit,límite,"es,gl",2
1452,limit,limite,"fr,it,pt",3
1453,appreciate,apreciar,"ca,gl,pt",3
1454,complete,completo,"es,gl,pt",3
1455,observe,observar,"ca,es,gl,pt",4
1456,currently,actualmente,"es,gl",2
1457,hundred,cent,"ca,fr",2
1459,crowd,multitud,"ca,es",2
1460,attack,ataque,"es,gl,pt",3
1460,attack,atac,"ca,ro",2
1461,apartment,apartamento,"gl,pt",2
1461,apartment,apartament,"ca,ro",2
1462,survive,sobrevivir,"es,gl",2
1464,soul,alma,"es,gl,pt",3
1465,protection,protection,"en,fr",2
1466,intelligence,intelligence,"en,fr",2
1467,yesterday,ieri,"it,ro",2
1469,border,frontera,"ca,es",2
1469,border,fronteira,"gl,pt",2
1470,reading,lectura,"ca,gl",2
1471,terms,termes,"ca,fr",2
1471,terms,termos,"gl,pt",2
1473,present,present,"ca,en",2
1473,present,regalo,"es,it",2
1473,present,presente,"gl,pt",2
1475,attitude,attitude,"en,fr",2
1475,attitude,actitud,"ca,es",2
1476,start,start,"en,ro",2
1477,um,um,"ca,en,es,gl,ro",5
1478,deny,negar,"ca,es,gl,pt",4
1479,website,sitio web,"es,gl",2
1481,actual,real,"ca,es,gl,pt,ro",5
1482,recall,lembrar,"gl,pt",2
1483,fix,arreglar,"ca,es",2
1484,negative,negativo,"es,it,pt",3
1485,connect,conectar,"es,gl,pt",3
1486,distance,distance,"en,fr",2
1486,distance,distancia,"es,gl",2
1487,regular,regular,"ca,en,es,gl,pt",5
1488,climate,clima,"ca,es,gl,it,pt",5
1488,climate,climat,"fr,ro",2
1489,relation,relation,"en,fr",2
1489,relation,relación,"es,gl",2
1490,flight,voo,"gl,pt",2
1491,dangerous,perigoso,"gl,pt",2
1492,boat,barco,"gl,pt",2
1493,aspect,aspect,"en,fr,ro",3
1493,aspect,aspecto,"es,gl,pt",3
1496,favorite,favorito,"es,gl,pt",3
1499,independent,independent,"ca,en,ro",3
1499,independent,independente,"gl,pt",2
1500,volume,volume,"en,gl,it,pt",4
1500,volume,volum,"ca,ro",2
1502,lots,lots,"ca,en",2
1502,lots,lotes,"es,gl",2
1505,theater,teatro,"es,gl",2
1505,theater,Teatro,"it,pt",2
1507,aware,consciente,"es,gl,pt",3
1508,identity,identidade,"gl,pt",2
1509,demand,demanda,"ca,es,gl",3
1510,extra,extra,"ca,en,es,gl,it,pt",6
1513,demonstrate,demostrar,"ca,es,gl",3
1514,fully,completamente,"es,it",2
1515,tuesday,martes,"es,gl",2
1517,farm,granja,"ca,es",2
1518,mind,mente,"es,gl,it,pt",4
1520,thousand,mil,"es,gl,pt",3
1520,thousand,mille,"fr,it",2
1521,august,agosto,"es,gl,it,pt",4
1522,hire,contratar,"es,gl,pt",3
1524,link,link,"en,pt",2
1525,shoe,zapato,"es,gl",2
1526,institute,instituto,"es,gl,pt",3
1526,institute,institut,"fr,ro",2
1527,below,abaixo,"gl,pt",2
1529,european,european,"en,ro",2
1529,european,europeo,"es,gl,it",3
1530,quarter,trimestre,"ca,fr,gl,it,pt",5
1531,basically,basicamente,"gl,pt",2
1532,forest,bosque,"es,gl",2
1533,multiple,múltiple,"es,gl",2
1540,settle,resolver,"gl,pt",2
1541,winter,inverno,"gl,it,pt",3
1542,focus,focus,"ca,en",2
1542,focus,foco,"gl,pt",2
1543,presidential,presidencial,"ca,es,gl,pt",4
1544,operate,funcionar,"ca,es",2
1544,operate,operar,"gl,pt",2
1546,view,vista,"ca,es,gl",3
1550,division,division,"en,fr",2
1550,division,división,"es,gl",2
1551,slowly,lentamente,"gl,it",2
1553,reaction,reacción,"es,gl",2
1554,injury,lesión,"es,gl",2
1557,grade,grau,"ca,pt",2
1558,wow,Wow,"fr,ro",2
1560,painting,pintura,"ca,gl,pt",3
1561,outcome,resultado,"gl,pt",2
1562,enemy,inimigo,"gl,pt",2
1564,being,ser,"ca,es",2
1564,being,sendo,"gl,pt",2
1565,storm,tormenta,"es,gl",2
1565,storm,tempesta,"ca,it",2
1566,shape,forma,"ca,es,gl,it,pt",5
1567,bowl,bol,"ca,fr",2
1568,commission,commission,"en,fr",2
1568,commission,comisión,"es,gl",2
1569,captain,capitán,"es,gl",2
1570,ear,orella,"ca,gl",2
1571,troop,tropa,"ca,es,gl,pt",4
1575,clean,limpar,"gl,pt",2
1576,lead,dirigir,"ca,es",2
1577,minister,ministro,"es,gl,it,pt",4
1577,minister,ministre,"ca,fr",2
1580,mental,mental,"ca,en,es,fr,gl,pt,ro",7
1581,software,software,"en,es,gl,ro",4
1582,glad,contento,"es,gl",2
1582,glad,content,"ca,fr",2
1584,lord,señor,"es,gl",2
1585,drive,conducir,"es,gl",2
1586,temperature,temperatura,"ca,es,gl,it,pt,ro",6
1587,quiet,tranquilo,"es,gl,pt",3
1589,bright,brillante,"es,gl",2
1589,bright,brillant,"ca,fr",2
1590,cut,cortar,"es,gl,pt",3
1591,influence,influence,"en,fr",2
1591,influence,influencia,"es,gl",2
1593,annual,anual,"ca,es,gl,pt,ro",5
1595,respect,respect,"en,ro",2
1596,wave,onda,"gl,it",2
1597,tradition,tradition,"en,fr",2
1599,primary,primario,"es,it",2
1601,actor,actor,"ca,en,es,gl,ro",5
1602,blame,culpa,"ca,gl,pt",3
1603,active,activo,"es,gl",2
1604,cat,gato,"es,gl,pt",3
1605,depend,depender,"es,gl,pt",3
1606,bus,bus,"en,fr",2
1606,bus,autobús,"ca,es,gl",3
1609,contact,contacto,"es,gl",2
1610,category,categoría,"es,gl",2
1610,category,categoria,"ca,it,pt",3
1611,topic,tema,"ca,es,gl",3
1613,direct,direct,"en,fr,ro",3
1613,direct,directo,"es,gl",2
1615,map,mapa,"ca,es,gl,pt",4
1616,egg,ovo,"gl,pt",2
1616,egg,ou,"ca,ro",2
1617,ensure,garantir,"gl,pt",2
1618,general,general,"ca,en,es,ro",4
1619,expression,expression,"en,fr",2
1619,expression,expresión,"es,gl",2
1620,past,pasado,"es,gl",2
1621,session,session,"en,fr",2
1621,session,sesión,"es,gl",2
1622,competition,competencia,"es,gl",2
1623,possibly,posiblemente,"es,gl",2
1624,technique,technique,"en,fr",2
1624,technique,técnica,"es,gl,pt",3
1626,average,media,"gl,it",2
1628,impossible,impossible,"ca,en,fr",3
1628,impossible,imposible,"es,gl",2
1629,moral,moral,"ca,en,es,fr,gl,pt",6
1630,academic,academic,"en,ro",2
1630,academic,académico,"es,gl",2
1631,wine,vino,"es,it",2
1631,wine,vin,"fr,ro",2
1634,gather,reunir,"ca,pt",2
1635,scientific,científico,"es,gl,pt",3
1636,african,african,"en,ro",2
1636,african,africano,"es,gl,it,pt",4
1638,participate,participar,"ca,es,gl,pt",4
1639,gay,gay,"en,es,it,pt,ro",5
1639,gay,gai,"ca,gl",2
1640,appropriate,apropiado,"es,gl",2
1642,dress,vestir,"es,pt",2
1644,weather,clima,"es,pt",2
1645,recommend,recomendar,"es,gl,pt",3
1646,medicine,medicament,"ca,ro",2
1647,novel,novela,"es,gl,pt",3
1647,novel,roman,"fr,ro",2
1648,obvious,obvio,"es,gl",2
1648,obvious,evident,"ca,ro",2
1650,exchange,intercambio,"es,gl",2
1651,explore,explorar,"ca,es,gl,pt",4
1652,extend,ampliar,"es,pt",2
1654,invite,convidar,"ca,pt",2
1656,ah,ah,"ca,en,es,gl,it,pt",6
1657,belong,pertencer,"gl,pt",2
1658,obtain,obtenir,"ca,fr",2
1660,conclusion,conclusion,"en,fr",2
1660,conclusion,conclusión,"es,gl",2
1661,progress,progresso,"it,pt",2
1662,surprise,sorpresa,"ca,es,gl,it",4
1664,smile,sorriso,"gl,pt",2
1665,feature,característica,"ca,es,gl,pt",4
1667,defend,defender,"es,gl,pt",3
1668,pound,libra,"es,pt",2
1669,correct,correct,"en,fr",2
1669,correct,correcto,"es,gl",2
1670,married,casado,"es,gl,pt",3
1671,pair,par,"es,gl,pt",3
1672,slightly,levemente,"es,pt",2
1673,loan,préstamo,"es,gl",2
1674,village,village,"en,fr",2
1675,half,metade,"gl,pt",2
1677,demand,demanda,"ca,es,gl",3
1678,historical,histórico,"es,gl,pt",3
1679,meaning,significado,"es,gl,pt",3
1679,meaning,sens,"fr,ro",2
1680,attempt,intento,"es,gl",2
1682,lift,lift,"en,pt,ro",3
1683,ourselves,nós mesmos,"gl,pt",2
1684,honey,mel,"ca,gl",2
1685,bone,osso,"it,pt",2
1685,bone,os,"ca,ro",2
1686,consequence,consecuencia,"es,gl",2
1687,unique,unique,"en,fr",2
1687,unique,único,"es,gl,pt",3
1689,regulation,regulación,"es,gl",2
1690,award,premio,"gl,it",2
1691,bottom,fondo,"es,gl",2
1692,excuse,excuse,"en,fr",2
1692,excuse,excusa,"ca,es",2
1693,familiar,familiar,"ca,en,es,gl,pt,ro",6
1694,classroom,aula,"ca,gl,it",3
1696,reference,referencia,"es,gl",2
1698,long,long,"en,fr",2
1701,ad,ad,"ca,en",2
1701,ad,anuncio,"es,gl",2
1703,instruction,instruction,"en,fr",2
1705,thinking,pensando,"es,gl,pt",3
1706,tour,tour,"en,fr,it",3
1707,french,francés,"es,gl",2
1708,combine,combinar,"ca,es,gl,pt",4
1709,moon,Luna,"es,it",2
1710,sad,triste,"es,fr,gl,it,pt",5
1710,sad,trist,"ca,ro",2
1714,chicken,pollo,"es,it",2
1715,fuel,combustible,"ca,es,gl",3
1716,train,tren,"ca,es,gl,ro",4
1717,abuse,abuso,"es,gl,it",3
1718,construction,construction,"en,fr",2
1720,link,link,"en,pt",2
1721,deserve,merecer,"es,pt",2
1722,famous,famoso,"es,gl,it,pt",4
1723,intervention,intervention,"en,fr",2
1723,intervention,intervención,"es,gl",2
1724,grand,grande,"gl,pt",2
1725,visit,visita,"ca,es,gl,it",4
1726,confirm,confirmar,"ca,es,gl",3
1728,insist,insistir,"es,gl,pt",3
1729,coast,costa,"es,gl,it,pt",4
1730,proud,orgulloso,"es,gl",2
1733,cop,policía,"es,gl",2
1735,native,nativo,"es,gl,it,pt",4
1736,supreme,supremo,"es,gl,it,pt",4
1736,supreme,suprem,"ca,ro",2
1737,baseball,baseball,"en,it,ro",3
1737,baseball,béisbol,"es,gl",2
1738,but,pero,"es,gl",2
