language,language_name,rank,word
es,Spanish,3259,naranja
es,Spanish,3260,asesinato
es,Spanish,3261,demandar
es,Spanish,3262,fotógrafo
es,Spanish,3263,corriendo
es,Spanish,3264,compromiso
es,Spanish,3265,diferir de
es,Spanish,3266,pintura
es,Spanish,3267,terreno de juego
es,Spanish,3268,extenso
es,Spanish,3269,ensalada
es,Spanish,3270,escalera
es,Spanish,3271,aviso
es,Spanish,3272,gracia
es,Spanish,3273,divorcio
es,Spanish,3274,embarcación
es,Spanish,3275,cerdo
es,Spanish,3276,asignación
es,Spanish,3277,distinción
es,Spanish,3278,encajar
es,Spanish,3279,circuito
es,Spanish,3280,ácido
es,Spanish,3281,canadiense
es,Spanish,3282,huir
es,Spanish,3283,eficiencia
es,Spanish,3284,monumento
es,Spanish,3285,propuesto
es,Spanish,3286,azul
es,Spanish,3287,entidad
es,Spanish,3288,iphone
es,Spanish,3289,castigo
es,Spanish,3290,pausa
es,Spanish,3291,píldora
es,Spanish,3292,frotar
es,Spanish,3293,romántico
es,Spanish,3294,mito
es,Spanish,3295,economista
es,Spanish,3296,latín
es,Spanish,3297,bueno
es,Spanish,3298,asistente
es,Spanish,3299,artesanía
es,Spanish,3300,poesía
es,Spanish,3301,terrorista
es,Spanish,3302,hilo
es,Spanish,3303,de madera
es,Spanish,3304,confundir
es,Spanish,3305,sujeto
es,Spanish,3306,privilegio
es,Spanish,3307,carbón
es,Spanish,3308,tonto
es,Spanish,3309,vaca
es,Spanish,3310,caracterizar
es,Spanish,3311,tarta
es,Spanish,3312,disminución
es,Spanish,3313,recurso
es,Spanish,3314,legado
es,Spanish,3315,re
es,Spanish,3316,estrés
es,Spanish,3317,francamente
es,Spanish,3318,importar
es,Spanish,3319,cancelar
es,Spanish,3320,derivar
es,Spanish,3321,tonto
es,Spanish,3322,alcance
es,Spanish,3323,formación
es,Spanish,3324,abuelo
es,Spanish,3325,por eso
es,Spanish,3326,deseo
es,Spanish,3327,margen
es,Spanish,3328,herida
es,Spanish,3329,exposición
es,Spanish,3330,legislatura
es,Spanish,3331,además
es,Spanish,3332,retrato
es,Spanish,3333,católico
es,Spanish,3334,sostener
es,Spanish,3335,uniforme
es,Spanish,3336,doloroso
es,Spanish,3337,fuerte
es,Spanish,3338,milagro
es,Spanish,3339,dañar
es,Spanish,3340,cero
es,Spanish,3341,táctica
es,Spanish,3342,máscara
es,Spanish,3343,calma
es,Spanish,3344,inflación
es,Spanish,3345,caza
es,Spanish,3346,físicamente
es,Spanish,3347,final
es,Spanish,3348,carne
es,Spanish,3349,temporal
es,Spanish,3350,compañero
es,Spanish,3351,nervio
es,Spanish,3352,pulmón
es,Spanish,3353,firme
es,Spanish,3354,titular
es,Spanish,3355,repentino
es,Spanish,3356,exitosamente
es,Spanish,3357,acusado
es,Spanish,3358,polo
es,Spanish,3359,satisfacer
es,Spanish,3360,Entrada
es,Spanish,3361,aeronave
es,Spanish,3362,retirar
es,Spanish,3363,gabinete
es,Spanish,3364,relativo
es,Spanish,3365,repetidamente
es,Spanish,3366,felicidad
es,Spanish,3367,admisión
es,Spanish,3368,correlación
es,Spanish,3369,proporción
es,Spanish,3370,disputa
es,Spanish,3371,dulce
es,Spanish,3372,recompensa
es,Spanish,3373,consejero
es,Spanish,3374,grabación
es,Spanish,3375,pila
es,Spanish,3376,explosión
es,Spanish,3377,nombrar
es,Spanish,3378,sofá
es,Spanish,3379,cognitivo
es,Spanish,3380,muebles
es,Spanish,3381,significado
es,Spanish,3382,agradecido
es,Spanish,3383,magia
es,Spanish,3384,traje
es,Spanish,3385,notario
es,Spanish,3386,estante
es,Spanish,3387,tremendo
es,Spanish,3388,guerrero
es,Spanish,3389,física
es,Spanish,3390,garaje
es,Spanish,3391,sabor
es,Spanish,3392,estrujar
es,Spanish,3393,prominente
es,Spanish,3394,cincuenta
es,Spanish,3395,desvanecerse
es,Spanish,3396,horno
es,Spanish,3397,satisfacción
es,Spanish,3398,discriminación
es,Spanish,3399,recesión
es,Spanish,3400,alegación
es,Spanish,3401,auge
es,Spanish,3402,semanalmente
es,Spanish,3403,últimamente
es,Spanish,3404,restricción
es,Spanish,3405,diamante
es,Spanish,3406,documento
es,Spanish,3407,grieta
es,Spanish,3408,convicción
es,Spanish,3409,tacón
es,Spanish,3410,falso
es,Spanish,3411,fama
es,Spanish,3412,brillar
es,Spanish,3413,columpio
es,Spanish,3414,eliminatoria
es,Spanish,3415,Actriz
es,Spanish,3416,hacer trampa
es,Spanish,3417,formato
es,Spanish,3418,controversia
es,Spanish,3419,auto
es,Spanish,3420,conceder
es,Spanish,3421,tienda de comestibles
es,Spanish,3422,sede
es,Spanish,3423,rotura
es,Spanish,3424,rango
es,Spanish,3425,sombra
es,Spanish,3426,regular
es,Spanish,3427,metro
es,Spanish,3428,olímpico
es,Spanish,3429,tubo
es,Spanish,3430,paciente
es,Spanish,3431,celebracion
es,Spanish,3432,puñado
es,Spanish,3433,derechos de autor
es,Spanish,3434,dependiente
es,Spanish,3435,firma
es,Spanish,3436,obispo
es,Spanish,3437,fortalecer
es,Spanish,3438,sopa
es,Spanish,3439,dar derecho
es,Spanish,3440,quien
es,Spanish,3441,transportador
es,Spanish,3442,aniversario
es,Spanish,3443,Pizza
es,Spanish,3444,ética
es,Spanish,3445,leyenda
es,Spanish,3446,Águila
es,Spanish,3447,beca
es,Spanish,3448,grieta
es,Spanish,3449,investigar
es,Spanish,3450,afiliación
es,Spanish,3451,de pie
es,Spanish,3452,posesión
es,Spanish,3453,tratado
es,Spanish,3454,parcialmente
es,Spanish,3455,conciencia
es,Spanish,3456,fabricación
es,Spanish,3457,anuncio
es,Spanish,3458,neumático
es,Spanish,3459,No
es,Spanish,3460,maquillaje
es,Spanish,3461,música pop
es,Spanish,3462,predicción
es,Spanish,3463,estabilidad
es,Spanish,3464,rastro
es,Spanish,3465,norma
es,Spanish,3466,irlandesa
es,Spanish,3467,genio
es,Spanish,3468,suavemente
es,Spanish,3469,operador
es,Spanish,3470,centro comercial
es,Spanish,3471,rumor
es,Spanish,3472,poeta
es,Spanish,3473,tendencia
es,Spanish,3474,subsecuente
es,Spanish,3475,extraterrestre
es,Spanish,3476,explotar
es,Spanish,3477,frio
es,Spanish,3478,polémico
es,Spanish,3479,mantenimiento
es,Spanish,3480,coraje
es,Spanish,3481,exceder
es,Spanish,3482,ajustado
es,Spanish,3483,principal
es,Spanish,3484,vacuna
es,Spanish,3485,identificación
es,Spanish,3486,emparedado
es,Spanish,3487,Toro
es,Spanish,3488,lente
es,Spanish,3489,doce
es,Spanish,3490,convencional
es,Spanish,3491,presidencia
es,Spanish,3492,integridad
es,Spanish,3493,distinto
es,Spanish,3494,inteligente
es,Spanish,3495,secundario
es,Spanish,3496,parcialidad
es,Spanish,3497,hipótesis
es,Spanish,3498,quince
es,Spanish,3499,nominación
es,Spanish,3500,demora
es,Spanish,3501,ajustamiento
es,Spanish,3502,sanción
es,Spanish,3503,hacer
es,Spanish,3504,tienda
es,Spanish,3505,aceptable
es,Spanish,3506,mutuo
es,Spanish,3507,alto
es,Spanish,3508,examen
es,Spanish,3509,significativo
es,Spanish,3510,comunista
es,Spanish,3511,superior
es,Spanish,3512,divisa
es,Spanish,3513,colectivo
es,Spanish,3514,propina
es,Spanish,3515,fuego
es,Spanish,3516,guitarra
es,Spanish,3517,doctrina
es,Spanish,3518,palestino
es,Spanish,3519,flotador
es,Spanish,3520,comercio
es,Spanish,3521,inventar
es,Spanish,3522,robot
es,Spanish,3523,rápido
es,Spanish,3524,sencillo
es,Spanish,3525,respectivamente
es,Spanish,3526,partícula
es,Spanish,3527,a través de
es,Spanish,3528,guante
es,Spanish,3529,hasta
es,Spanish,3530,editar
es,Spanish,3531,moderar
es,Spanish,3532,jazz
es,Spanish,3533,infantil
es,Spanish,3534,resumen
es,Spanish,3535,servidor
es,Spanish,3536,cuero
es,Spanish,3537,radiación
es,Spanish,3538,inmediato
es,Spanish,3539,función
es,Spanish,3540,composición
es,Spanish,3541,operando
es,Spanish,3542,afirmar
es,Spanish,3543,caso
es,Spanish,3544,discurso
es,Spanish,3545,fuerte
es,Spanish,3546,vertedero
es,Spanish,3547,red
es,Spanish,3548,fauna silvestre
es,Spanish,3549,fútbol
es,Spanish,3550,complejo
es,Spanish,3551,mandato
es,Spanish,3552,monitor
es,Spanish,3553,centro
es,Spanish,3554,pesadilla
es,Spanish,3555,barril
es,Spanish,3556,Vagabundo
es,Spanish,3557,globo
es,Spanish,3558,incómodo
es,Spanish,3559,ejecutar
es,Spanish,3560,sentir
es,Spanish,3561,trampa
es,Spanish,3562,gesto
es,Spanish,3563,pálido
es,Spanish,3564,tienda
es,Spanish,3565,receptor
es,Spanish,3566,horizonte
es,Spanish,3567,diagnóstico
es,Spanish,3568,considerable
es,Spanish,3569,evangelio
es,Spanish,3570,automáticamente
es,Spanish,3571,lucha
es,Spanish,3572,carrera
es,Spanish,3573,vagar
es,Spanish,3574,Pato
es,Spanish,3575,grano
es,Spanish,3576,bestia
es,Spanish,3577,preocupación
es,Spanish,3578,observación
es,Spanish,3579,tela
es,Spanish,3580,civilización
es,Spanish,3581,cálido
es,Spanish,3582,corrupción
es,Spanish,3583,colapso
es,Spanish,3584,señora
es,Spanish,3585,muy
es,Spanish,3586,taller
es,Spanish,3587,consulta
es,Spanish,3588,CD
es,Spanish,3589,admirar
es,Spanish,3590,excluir
es,Spanish,3591,rifle
es,Spanish,3592,armario
es,Spanish,3593,reportando
es,Spanish,3594,curva
es,Spanish,3595,parche
es,Spanish,3596,aterrizaje
es,Spanish,3597,experimental
es,Spanish,3598,ganancias
es,Spanish,3599,cazador
es,Spanish,3600,volar
es,Spanish,3601,túnel
es,Spanish,3602,cuerpo
es,Spanish,3603,comportarse
es,Spanish,3604,alquiler
es,Spanish,3605,alemán
es,Spanish,3606,motivar
es,Spanish,3607,atributo
es,Spanish,3608,anciano
es,Spanish,3609,virtual
es,Spanish,3610,mínimo
es,Spanish,3611,debilidad
es,Spanish,3612,progresivo
es,Spanish,3613,Doc
es,Spanish,3614,medio
es,Spanish,3615,virtud
es,Spanish,3616,onza
es,Spanish,3617,colapso
es,Spanish,3618,demora
es,Spanish,3619,atlético
es,Spanish,3620,Confusión
es,Spanish,3621,legislativo
es,Spanish,3622,facilitar
es,Spanish,3623,medianoche
es,Spanish,3624,ciervo
es,Spanish,3625,camino
es,Spanish,3626,someterse
es,Spanish,3627,herencia
es,Spanish,3628,cumbre
es,Spanish,3629,espada
es,Spanish,3630,telescopio
es,Spanish,3631,donar
es,Spanish,3632,espada
es,Spanish,3633,dedo del pie
es,Spanish,3634,agricultura
es,Spanish,3635,parque
es,Spanish,3636,hacer cumplir
es,Spanish,3637,recluta
es,Spanish,3638,favor
es,Spanish,3639,dosis
es,Spanish,3640,sobre
es,Spanish,3641,integrar
es,Spanish,3642,calificar
es,Spanish,3643,terreno de juego
es,Spanish,3644,prescripción
es,Spanish,3645,venta minorista
es,Spanish,3646,adopción
es,Spanish,3647,mensual
es,Spanish,3648,mortal
es,Spanish,3649,tumba
es,Spanish,3650,soga
es,Spanish,3651,de confianza
es,Spanish,3652,etiqueta
es,Spanish,3653,transacción
es,Spanish,3654,césped
es,Spanish,3655,consecuentemente
es,Spanish,3656,montar
es,Spanish,3657,burbuja
es,Spanish,3658,brevemente
es,Spanish,3659,absorber
es,Spanish,3660,princesa
es,Spanish,3661,Iniciar sesión
es,Spanish,3662,cobija
es,Spanish,3663,reír
es,Spanish,3664,Reino
es,Spanish,3665,prever
es,Spanish,3666,bicho
es,Spanish,3667,primario
es,Spanish,3668,dedicar
es,Spanish,3669,candidato
es,Spanish,3670,transformación
es,Spanish,3671,templo
es,Spanish,3672,sentido
es,Spanish,3673,llegada
es,Spanish,3674,frustración
es,Spanish,3675,cambiando
es,Spanish,3676,demostración
es,Spanish,3677,polución
es,Spanish,3678,póster
es,Spanish,3679,uña
es,Spanish,3680,sin ánimo de lucro
es,Spanish,3681,llorar
es,Spanish,3682,Guia
es,Spanish,3683,exposición
es,Spanish,3684,lápiz
es,Spanish,3685,interrumpir
es,Spanish,3686,limón
es,Spanish,3687,bancarrota
es,Spanish,3688,Renunciar
es,Spanish,3689,dominante
es,Spanish,3690,invasión
es,Spanish,3691,sagrado
es,Spanish,3692,reemplazo
es,Spanish,3693,retratar
es,Spanish,3694,cazar
es,Spanish,3695,distinguir
es,Spanish,3696,fundir
es,Spanish,3697,consenso
es,Spanish,3698,Beso
es,Spanish,3699,francés
es,Spanish,3700,hardware
es,Spanish,3701,carril
es,Spanish,3702,frío
es,Spanish,3703,compañero
es,Spanish,3704,seco
es,Spanish,3705,coreano
es,Spanish,3706,cabina
es,Spanish,3707,comida
es,Spanish,3708,liberal
es,Spanish,3709,serpiente
es,Spanish,3710,tabaco
es,Spanish,3711,orientación
es,Spanish,3712,desencadenar
es,Spanish,3713,lo que sea
es,Spanish,3714,aprovechar
es,Spanish,3715,abuso
es,Spanish,3716,desorden
es,Spanish,3717,castigar
es,Spanish,3718,sexy
es,Spanish,3719,representar
es,Spanish,3720,aporte
es,Spanish,3721,aparentemente
es,Spanish,3722,extendido
es,Spanish,3723,competidor
es,Spanish,3724,voltear
es,Spanish,3725,estudiante de primer año
es,Spanish,3726,donación
es,Spanish,3727,administrativo
es,Spanish,3728,donante
es,Spanish,3729,gradualmente
es,Spanish,3730,pasar por alto
es,Spanish,3731,inodoro
es,Spanish,3732,satisfecho
es,Spanish,3733,asemejarse a
es,Spanish,3734,ideología
es,Spanish,3735,gloria
es,Spanish,3736,máximo
es,Spanish,3737,Organo
es,Spanish,3738,saltar
es,Spanish,3739,a partir de
es,Spanish,3740,cepillar
es,Spanish,3741,ladrillo
es,Spanish,3742,intestino
es,Spanish,3743,reserva
es,Spanish,3744,rebelde
es,Spanish,3745,decepcionado
es,Spanish,3746,roble
es,Spanish,3747,válido
es,Spanish,3748,instructor
es,Spanish,3749,rescate
es,Spanish,3750,racismo
es,Spanish,3751,pensión
es,Spanish,3752,diabetes
es,Spanish,3753,general
es,Spanish,3754,grupo
es,Spanish,3755,entusiasta
es,Spanish,3756,marijuana
es,Spanish,3757,combate
es,Spanish,3758,felicitar
es,Spanish,3759,disfraz
es,Spanish,3760,sexto
es,Spanish,3761,frecuente
es,Spanish,3762,inspiración
es,Spanish,3763,naranja
es,Spanish,3764,hormigón
es,Spanish,3765,Cocinando
es,Spanish,3766,conspiración
es,Spanish,3767,rasgo
es,Spanish,3768,camioneta
es,Spanish,3769,institucional
es,Spanish,3770,ajo
es,Spanish,3771,Bebiendo
es,Spanish,3772,respuesta
es,Spanish,3773,cristal
es,Spanish,3774,tramo
es,Spanish,3775,Pro
es,Spanish,3776,asociar
es,Spanish,3777,helicóptero
es,Spanish,3778,consejo
es,Spanish,3779,ecuación
es,Spanish,3780,romano
es,Spanish,3781,sofisticado
es,Spanish,3782,momento
es,Spanish,3783,papa
es,Spanish,3784,ópera
es,Spanish,3785,ético
es,Spanish,3786,montar
es,Spanish,3787,indicación
es,Spanish,3788,motivo
es,Spanish,3789,porche
es,Spanish,3790,reforzarse
es,Spanish,3791,mirada
es,Spanish,3792,nuestro
es,Spanish,3793,vuelta
es,Spanish,3794,escrito
es,Spanish,3795,contrarrestar
es,Spanish,3796,inicio
es,Spanish,3797,lesionar
es,Spanish,3798,crónico
es,Spanish,3799,continuado
es,Spanish,3800,exclusivo
es,Spanish,3801,coronel
es,Spanish,3802,Copiar
es,Spanish,3803,carne de res
es,Spanish,3804,en el extranjero
es,Spanish,3805,acción de gracias
es,Spanish,3806,intensidad
es,Spanish,3807,deseo
es,Spanish,3808,cueva
es,Spanish,3809,sótano
es,Spanish,3810,asociado
es,Spanish,3811,a diferencia de
es,Spanish,3812,fascinante
es,Spanish,3813,interactuar
es,Spanish,3814,ilustración
es,Spanish,3815,a diario
es,Spanish,3816,esencia
es,Spanish,3817,envase
es,Spanish,3818,conduciendo
es,Spanish,3819,cosas
es,Spanish,3820,dinámica
es,Spanish,3821,Gimnasio
es,Spanish,3822,murciélago
es,Spanish,3823,alegar
es,Spanish,3824,promoción
es,Spanish,3825,incertidumbre
es,Spanish,3826,propiedad
es,Spanish,3827,oficialmente
es,Spanish,3828,etiqueta
es,Spanish,3829,documental
es,Spanish,3830,madre
es,Spanish,3831,inundación
es,Spanish,3832,culpa
es,Spanish,3833,dentro
es,Spanish,3834,alarma
es,Spanish,3835,pavo
es,Spanish,3836,conducta
es,Spanish,3837,diagnosticar
es,Spanish,3838,precioso
es,Spanish,3839,tragar
es,Spanish,3840,iniciado
es,Spanish,3841,aptitud física
es,Spanish,3842,restringir
es,Spanish,3843,Golfo
es,Spanish,3844,defensor
es,Spanish,3845,mami
es,Spanish,3846,inesperado
es,Spanish,3847,encogimiento de hombros
es,Spanish,3848,agrícola
es,Spanish,3849,sacrificio
es,Spanish,3850,espectro
es,Spanish,3851,continuar
es,Spanish,3852,bacterias
es,Spanish,3853,orilla
es,Spanish,3854,pastor
es,Spanish,3855,acantilado
es,Spanish,3856,Embarcacion
es,Spanish,3857,adecuado
es,Spanish,3858,violación
es,Spanish,3859,adición
es,Spanish,3860,entrada
es,Spanish,3861,ocupación
es,Spanish,3862,componer
es,Spanish,3863,rodaja
es,Spanish,3864,Bravo
es,Spanish,3865,militar
es,Spanish,3866,estímulo
es,Spanish,3867,patentar
es,Spanish,3868,polvo
es,Spanish,3869,duro
es,Spanish,3870,caos
es,Spanish,3871,equipo
es,Spanish,3872,esta
es,Spanish,3873,piano
es,Spanish,3874,asombrosamente
es,Spanish,3875,prestar
es,Spanish,3876,correctamente
es,Spanish,3877,proyecto
es,Spanish,3878,regir
es,Spanish,3879,modesto
es,Spanish,3880,compartido
es,Spanish,3881,psicólogo
es,Spanish,3882,servidor
es,Spanish,3883,agobiante
es,Spanish,3884,ascensor
es,Spanish,3885,Hispano
es,Spanish,3886,adivinar
es,Spanish,3887,transmisión
es,Spanish,3888,extremo
es,Spanish,3889,comúnmente
es,Spanish,3890,vaquero
es,Spanish,3891,facilidad
es,Spanish,3892,intención
es,Spanish,3893,asesoramiento
es,Spanish,3894,amable
es,Spanish,3895,ritmo
es,Spanish,3896,corto
es,Spanish,3897,complejidad
es,Spanish,3898,sin embargo
es,Spanish,3899,eficacia
es,Spanish,3900,solo
es,Spanish,3901,estadístico
es,Spanish,3902,largo tiempo
es,Spanish,3903,tensión
es,Spanish,3904,firma
es,Spanish,3905,basura
es,Spanish,3906,dedicar
es,Spanish,3907,velocidad
es,Spanish,3908,riesgo
es,Spanish,3909,cerrar con llave
es,Spanish,3910,ayudante
es,Spanish,3911,sutil
es,Spanish,3912,vara
es,Spanish,3913,cima
es,Spanish,3914,civil
es,Spanish,3915,camiseta de manga corta
es,Spanish,3916,soportar
es,Spanish,3917,civil
es,Spanish,3918,cesta
es,Spanish,3919,estricto
es,Spanish,3920,perdedor
es,Spanish,3921,franquicia
es,Spanish,3922,Smo
es,Spanish,3923,apuntar
es,Spanish,3924,enjuiciamiento
es,Spanish,3925,morder
es,Spanish,3926,letra
es,Spanish,3927,compuesto
es,Spanish,3928,arquitectura
es,Spanish,3929,alcanzar
es,Spanish,3930,destino
es,Spanish,3931,afrontar
es,Spanish,3932,provincia
es,Spanish,3933,suma
es,Spanish,3934,conferencia
es,Spanish,3935,derramar
es,Spanish,3936,auténtico
es,Spanish,3937,piso de arriba
es,Spanish,3938,protesta
es,Spanish,3939,comercio
es,Spanish,3940,por favor
es,Spanish,3941,aceptación
es,Spanish,3942,revelación
es,Spanish,3943,marcha
es,Spanish,3944,indicador
es,Spanish,3945,colaboración
es,Spanish,3946,retórica
es,Spanish,3947,melodía
es,Spanish,3948,golpe
es,Spanish,3949,inevitable
es,Spanish,3950,mono
es,Spanish,3951,hasta
es,Spanish,3952,protocolo
es,Spanish,3953,productivo
es,Spanish,3954,principal
es,Spanish,3955,terminar
es,Spanish,3956,pantalones
es,Spanish,3957,compañero
es,Spanish,3958,condenar
es,Spanish,3959,aumentar
es,Spanish,3960,recipiente
es,Spanish,3961,prácticamente
es,Spanish,3962,formación
es,Spanish,3963,persuadir
es,Spanish,3964,socavar
es,Spanish,3965,sí
es,Spanish,3966,rancho
es,Spanish,3967,explorar
es,Spanish,3968,medalla
es,Spanish,3969,sin fin
es,Spanish,3970,traducción
es,Spanish,3971,esquí
es,Spanish,3972,conservación
es,Spanish,3973,habitat
es,Spanish,3974,contratista
es,Spanish,3975,remolque
es,Spanish,3976,lanzador
es,Spanish,3977,toalla
es,Spanish,3978,adiós
es,Spanish,3979,dañar
es,Spanish,3980,prima
es,Spanish,3981,dramáticamente
es,Spanish,3982,género
es,Spanish,3983,llamador
es,Spanish,3984,Salida
es,Spanish,3985,gancho
es,Spanish,3986,conductual
es,Spanish,3987,omitir
es,Spanish,3988,fosa
es,Spanish,3989,voluntario
es,Spanish,3990,aburrido
es,Spanish,3991,gancho
es,Spanish,3992,suspender
es,Spanish,3993,colesterol
es,Spanish,3994,cerrado
es,Spanish,3995,anuncio publicitario
es,Spanish,3996,bombardeo
es,Spanish,3997,consultar
es,Spanish,3998,encuentro
es,Spanish,3999,pericia
es,Spanish,4000,creador
es,Spanish,4001,tranquilo
es,Spanish,4002,disgustado
es,Spanish,4003,previsto
es,Spanish,4004,tableta
es,Spanish,4005,soplo
es,Spanish,4006,decisión
es,Spanish,4007,lanzamiento
es,Spanish,4008,calentamiento
es,Spanish,4009,capital
es,Spanish,4010,racional
es,Spanish,4011,clásico
es,Spanish,4012,utilizar
es,Spanish,4013,pino
es,Spanish,4014,pasado
es,Spanish,4015,amargo
es,Spanish,4016,Guardia
es,Spanish,4017,cirujano
es,Spanish,4018,accesible
es,Spanish,4019,tenis
es,Spanish,4020,artístico
es,Spanish,4021,descargar
es,Spanish,4022,sufrimiento
es,Spanish,4023,exactitud
es,Spanish,4024,literatura
es,Spanish,4025,tesorería
es,Spanish,4026,talentoso
es,Spanish,4027,corona
es,Spanish,4028,en tono rimbombante
es,Spanish,4029,desnudo
es,Spanish,4030,invisible
es,Spanish,4031,sargento
es,Spanish,4032,regulador
es,Spanish,4033,pulgar
es,Spanish,4034,colonia
es,Spanish,4035,para caminar
es,Spanish,4036,accesible
es,Spanish,4037,maldita sea
es,Spanish,4038,integración
es,Spanish,4039,cónyuge
es,Spanish,4040,otorgar
es,Spanish,4041,emoción
es,Spanish,4042,residencia
es,Spanish,4043,audaz
es,Spanish,4044,adolescente
es,Spanish,4045,griego
es,Spanish,4046,muñeca
es,Spanish,4047,oxígeno
es,Spanish,4048,Finanzas
es,Spanish,4049,gravedad
es,Spanish,4050,funcional
es,Spanish,4051,palacio
es,Spanish,4052,eco
es,Spanish,4053,algodón
es,Spanish,4054,rescate
es,Spanish,4055,estimado
es,Spanish,4056,programa
es,Spanish,4057,endosar
es,Spanish,4058,él que hace leyes
es,Spanish,4059,determinación
es,Spanish,4060,destello
es,Spanish,4061,simultaneamente
es,Spanish,4062,dinámica
es,Spanish,4063,cáscara
es,Spanish,4064,insinuación
es,Spanish,4065,marco
es,Spanish,4066,administrar
es,Spanish,4067,prisa
es,Spanish,4068,cristiandad
es,Spanish,4069,distraer
es,Spanish,4070,prohibición
es,Spanish,4071,presunto
es,Spanish,4072,estatuto
es,Spanish,4073,valor
es,Spanish,4074,biología
es,Spanish,4075,republicano
es,Spanish,4076,seguidor
es,Spanish,4077,desagradable
es,Spanish,4078,evidente
es,Spanish,4079,previo
es,Spanish,4080,confesar
es,Spanish,4081,elegible
es,Spanish,4082,imagen
es,Spanish,4083,rock
es,Spanish,4084,trampa
es,Spanish,4085,consentimiento
es,Spanish,4086,bomba
es,Spanish,4087,abajo
es,Spanish,4088,sangriento
es,Spanish,4089,odio
es,Spanish,4090,ocasional
es,Spanish,4091,tronco
es,Spanish,4092,prohibir
es,Spanish,4093,sostenible
es,Spanish,4094,vientre
es,Spanish,4095,bancario
es,Spanish,4096,Estúpido
es,Spanish,4097,periodismo
es,Spanish,4098,destello
es,Spanish,4099,promedio
es,Spanish,4100,obstáculo
es,Spanish,4101,cresta
es,Spanish,4102,curar
es,Spanish,4103,Bastardo
es,Spanish,4104,alegría
es,Spanish,4105,disculpa
es,Spanish,4106,tumor
es,Spanish,4107,arquitecto
es,Spanish,4108,muñeca
es,Spanish,4109,puerto
es,Spanish,4110,guapo
es,Spanish,4111,mierda
es,Spanish,4112,reino
es,Spanish,4113,apuesta
es,Spanish,4114,giro
es,Spanish,4115,inspector
es,Spanish,4116,vigilancia
es,Spanish,4117,trauma
es,Spanish,4118,reconstruir
es,Spanish,4119,romance
es,Spanish,4120,bruto
es,Spanish,4121,plazo
es,Spanish,4122,envejecer
es,Spanish,4123,clásico
es,Spanish,4124,transmitir
es,Spanish,4125,compensación
es,Spanish,4126,insecto
es,Spanish,4127,debate
es,Spanish,4128,producción
es,Spanish,4129,parlamento
es,Spanish,4130,suite
es,Spanish,4131,opuesto
es,Spanish,4132,pliegue
es,Spanish,4133,separación
es,Spanish,4134,demonio
es,Spanish,4135,comiendo
es,Spanish,4136,estructural
es,Spanish,4137,además
es,Spanish,4138,igualdad
es,Spanish,4139,lógico
es,Spanish,4140,probabilidad
es,Spanish,4141,esperar
es,Spanish,4142,generoso
es,Spanish,4143,adquisición
es,Spanish,4144,custodia
es,Spanish,4145,compromiso
es,Spanish,4146,saludar
es,Spanish,4147,basura
es,Spanish,4148,judicial
es,Spanish,4149,terremoto
es,Spanish,4150,loco
es,Spanish,4151,realista
es,Spanish,4152,despertar
es,Spanish,4153,armar
es,Spanish,4154,necesidad
es,Spanish,4155,bocina
es,Spanish,4156,parámetro
es,Spanish,4157,sujeción
es,Spanish,4158,modificar
es,Spanish,4159,señal
es,Spanish,4160,patrocinador
es,Spanish,4161,matemáticas
es,Spanish,4162,pasillo
es,Spanish,4163,afroamericano
es,Spanish,4164,ningún
es,Spanish,4165,responsabilidad
es,Spanish,4166,gatear
es,Spanish,4167,teórico
es,Spanish,4168,condenar
es,Spanish,4169,líquido
es,Spanish,4170,patria
es,Spanish,4171,tecnológico
es,Spanish,4172,examen
es,Spanish,4173,ancla
es,Spanish,4174,deletrear
es,Spanish,4175,considerando
es,Spanish,4176,consciente
es,Spanish,4177,vitamina
es,Spanish,4178,conocido
es,Spanish,4179,rehén
es,Spanish,4180,reserva
es,Spanish,4181,activamente
es,Spanish,4182,molino
es,Spanish,4183,Adolescente
es,Spanish,4184,respeto
es,Spanish,4185,recuperar
es,Spanish,4186,Procesando
es,Spanish,4187,sentimiento
es,Spanish,4188,ofrecimiento
es,Spanish,4189,oral
es,Spanish,4190,convencido
es,Spanish,4191,fotografía
es,Spanish,4192,moneda
es,Spanish,4193,ordenador portátil
es,Spanish,4194,bote
es,Spanish,4195,bondad
es,Spanish,4196,afiliación
es,Spanish,4197,puñetazo
es,Spanish,4198,Estallar
es,Spanish,4199,abeja
es,Spanish,4200,bendición
es,Spanish,4201,mando
es,Spanish,4202,continuo
es,Spanish,4203,sobre
es,Spanish,4204,aterrizaje
es,Spanish,4205,reparar
es,Spanish,4206,preocuparse
es,Spanish,4207,ritual
es,Spanish,4208,baño
es,Spanish,4209,furtivo
es,Spanish,4210,históricamente
es,Spanish,4211,lodo
es,Spanish,4212,escanear
es,Spanish,4213,recordatorio
es,Spanish,4214,suyo
es,Spanish,4215,esclavitud
es,Spanish,4216,supervisor
es,Spanish,4217,cantidad
es,Spanish,4218,Juegos Olímpicos
es,Spanish,4219,agradable
es,Spanish,4220,Pendiente
es,Spanish,4221,falda
es,Spanish,4222,salida
es,Spanish,4223,cortina
es,Spanish,4224,declaración
es,Spanish,4225,foca
es,Spanish,4226,inmune
es,Spanish,4227,cambiar
es,Spanish,4228,calendario
es,Spanish,4229,párrafo
es,Spanish,4230,idéntico
