Rank,English_Reference,Word_A,Word_B,Lang_A,Lang_B,Match_Type,Similarity_Score,Audit_Status
2057,convince,convaincre,convinge,fr,ro,Near,0.778,OK
2057,convince,convèncer,convencer,ca,es,Near,0.889,OK
2057,convince,convaincre,convencer,fr,pt,Near,0.737,OK
2057,convince,convèncer,convencer,ca,gl,Near,0.889,OK
2057,convince,convaincre,convincere,fr,it,Near,0.9,OK
2057,convince,convèncer,convaincre,ca,fr,Near,0.737,OK
2057,convince,convaincre,convencer,fr,gl,Near,0.737,OK
2057,convince,convencer,convincere,es,it,Near,0.842,OK
2057,convince,convencer,convaincre,es,fr,Near,0.737,OK
2057,convince,convèncer,convinge,ca,ro,Near,0.706,OK
2057,convince,convencer,convincere,gl,it,Near,0.842,OK
2057,convince,convèncer,convencer,ca,pt,Near,0.889,OK
2057,convince,convèncer,convincere,ca,it,Near,0.842,OK
2057,convince,convincere,convencer,it,pt,Near,0.842,OK
2057,convince,convincere,convinge,it,ro,Near,0.778,OK
2058,channel,canal,canle,ca,gl,Near,0.8,OK
2058,channel,canal,canaliser,ca,fr,Near,0.714,OK
2058,channel,canal,canale,es,it,Near,0.909,OK
2058,channel,canle,canal,gl,ro,Near,0.8,OK
2058,channel,canaliser,canal,fr,ro,Near,0.714,OK
2058,channel,canle,canale,gl,it,Near,0.909,OK
2058,channel,canle,canal,gl,pt,Near,0.8,OK
2058,channel,canal,canale,ca,it,Near,0.909,OK
2058,channel,canale,canal,it,pt,Near,0.909,OK
2058,channel,canal,canle,es,gl,Near,0.8,OK
2058,channel,canale,canal,it,ro,Near,0.909,OK
2058,channel,canal,canal,ca,es,Perfect,1.0,OK
2058,channel,canal,canal,ca,ro,Perfect,1.0,OK
2058,channel,canaliser,canale,fr,it,Near,0.8,OK
2058,channel,canal,canal,ca,pt,Perfect,1.0,OK
2058,channel,canal,canal,pt,ro,Perfect,1.0,OK
2058,channel,canal,canal,es,ro,Perfect,1.0,OK
2058,channel,canal,canal,es,pt,Perfect,1.0,OK
2058,channel,canal,canaliser,es,fr,Near,0.714,OK
2058,channel,canaliser,canal,fr,pt,Near,0.714,OK
2058,channel,canaliser,canle,fr,gl,Near,0.714,OK
2059,carefully,con cuidado,com cuidado,es,pt,Near,0.909,OK
2059,carefully,avec attention,con attenzione,fr,it,Near,0.714,OK
2062,initial,inicial,iniziale,gl,it,Near,0.8,OK
2062,initial,inicial,inicial,gl,pt,Perfect,1.0,OK
2062,initial,inicial,initiale,es,fr,Near,0.8,OK
2062,initial,initiale,inicial,fr,gl,Near,0.8,OK
2062,initial,inicial,iniţială,es,ro,Near,0.8,OK
2062,initial,inicial,iniziale,es,it,Near,0.8,OK
2062,initial,iniziale,inicial,it,pt,Near,0.8,OK
2062,initial,inicial,inicial,es,gl,Perfect,1.0,OK
2062,initial,inicial,inicial,es,pt,Perfect,1.0,OK
2062,initial,initiale,iniziale,fr,it,Near,0.875,OK
2062,initial,inicial,inicial,ca,gl,Perfect,1.0,OK
2062,initial,inicial,inicial,ca,es,Perfect,1.0,OK
2062,initial,inicial,inicial,ca,pt,Perfect,1.0,OK
2062,initial,inicial,iniţială,ca,ro,Near,0.8,OK
2062,initial,inicial,iniţială,pt,ro,Near,0.8,OK
2062,initial,inicial,iniţială,gl,ro,Near,0.8,OK
2062,initial,iniziale,iniţială,it,ro,Near,0.75,OK
2062,initial,initiale,iniţială,fr,ro,Near,0.75,OK
2062,initial,inicial,initiale,ca,fr,Near,0.8,OK
2062,initial,inicial,iniziale,ca,it,Near,0.8,OK
2062,initial,initiale,inicial,fr,pt,Near,0.8,OK
2066,forth,adelante,adiante,es,gl,Near,0.8,OK
2066,forth,endavant,en avant,ca,fr,Near,0.875,OK
2068,bond,vínculo,vínculo,es,gl,Perfect,1.0,OK
2069,birthday,aniversario,aniversário,gl,pt,Near,0.909,OK
2069,birthday,aniversari,aniversário,ca,pt,Near,0.857,OK
2069,birthday,aniversari,aniversario,ca,gl,Near,0.952,OK
2071,pray,pregar,pregare,ca,it,Near,0.923,OK
2071,pray,pregar,rezar,ca,pt,Near,0.727,OK
2071,pray,pregar,rezar,ca,es,Near,0.727,OK
2071,pray,pregar,rezar,ca,gl,Near,0.727,OK
2071,pray,rezar,rezar,es,gl,Perfect,1.0,OK
2071,pray,pregar,prier,ca,fr,Near,0.727,OK
2071,pray,rezar,rezar,gl,pt,Perfect,1.0,OK
2071,pray,rezar,rezar,es,pt,Perfect,1.0,OK
2072,improvement,mejora,mellora,es,gl,Near,0.769,OK
2072,improvement,mejora,melhoria,es,pt,Near,0.714,OK
2072,improvement,mellora,melhoria,gl,pt,Near,0.8,OK
2072,improvement,millora,mellora,ca,gl,Near,0.857,OK
2073,ancient,antiga,antigo,ca,pt,Near,0.833,OK
2073,ancient,antigo,antigo,gl,pt,Perfect,1.0,OK
2073,ancient,antigo,antico,gl,it,Near,0.833,OK
2073,ancient,antiguo,antigo,es,gl,Near,0.923,OK
2073,ancient,antiga,antiguo,ca,es,Near,0.769,OK
2073,ancient,antiguo,antigo,es,pt,Near,0.923,OK
2073,ancient,antico,antigo,it,pt,Near,0.833,OK
2073,ancient,antiga,antigo,ca,gl,Near,0.833,OK
2073,ancient,antiguo,antico,es,it,Near,0.769,OK
2074,ought,debería,deveria,es,pt,Near,0.714,OK
2074,ought,devrait,deveria,fr,pt,Near,0.714,OK
2074,ought,debería,deveria,gl,pt,Near,0.714,OK
2074,ought,debería,debería,es,gl,Perfect,1.0,OK
2077,brown,marró,marrón,ca,es,Near,0.909,OK
2077,brown,marró,marrón,ca,gl,Near,0.909,OK
2077,brown,marró,marrom,ca,pt,Near,0.727,OK
2077,brown,marrom,maro,pt,ro,Near,0.8,OK
2077,brown,marrón,marrón,es,gl,Perfect,1.0,OK
2078,fashion,moda,la moda,ca,it,Near,0.727,OK
2078,fashion,moda,Moda,ca,es,Near,0.75,OK
2078,fashion,moda,mode,ca,fr,Near,0.75,OK
2078,fashion,Moda,moda,es,gl,Near,0.75,OK
2078,fashion,la moda,moda,it,pt,Near,0.727,OK
2078,fashion,moda,la moda,gl,it,Near,0.727,OK
2078,fashion,mode,moda,fr,gl,Near,0.75,OK
2078,fashion,moda,moda,gl,pt,Perfect,1.0,OK
2078,fashion,Moda,Modă,es,ro,Near,0.75,OK
2078,fashion,moda,moda,ca,gl,Perfect,1.0,OK
2078,fashion,moda,moda,ca,pt,Perfect,1.0,OK
2078,fashion,mode,moda,fr,pt,Near,0.75,OK
2078,fashion,Moda,moda,es,pt,Near,0.75,OK
2079,length,longitud,lonxitude,es,gl,Near,0.824,OK
2080,sheet,fulla,folla,ca,gl,Near,0.8,OK
2081,funding,finanziamento,financiamento,it,pt,Near,0.923,OK
2081,funding,finançament,financiamento,ca,pt,Near,0.833,OK
2081,funding,financement,financiamento,fr,gl,Near,0.833,OK
2081,funding,financiamento,finanziamento,gl,it,Near,0.923,OK
2081,funding,financement,finanziamento,fr,it,Near,0.75,OK
2081,funding,financement,financiamento,fr,pt,Near,0.833,OK
2081,funding,finançament,financement,ca,fr,Near,0.818,OK
2081,funding,finançament,financiamento,ca,gl,Near,0.833,OK
2081,funding,finançament,finanziamento,ca,it,Near,0.833,OK
2081,funding,financiamento,financiamento,gl,pt,Perfect,1.0,OK
2082,meanwhile,mentrestant,mentres tanto,ca,gl,Near,0.917,OK
2082,meanwhile,mentrestant,mientras tanto,ca,es,Near,0.8,OK
2082,meanwhile,mientras tanto,mentres tanto,es,gl,Near,0.889,OK
2083,fault,culpa,culpa,ca,es,Perfect,1.0,OK
2083,fault,culpa,culpa,es,gl,Perfect,1.0,OK
2083,fault,culpa,culpa,ca,gl,Perfect,1.0,OK
2084,barely,apenas,apenas,es,gl,Perfect,1.0,OK
2084,barely,apenas,appena,es,it,Near,0.833,OK
2084,barely,apenas,appena,gl,it,Near,0.833,OK
2085,eliminate,eliminar,eliminar,es,gl,Perfect,1.0,OK
2085,eliminate,éliminer,eliminare,fr,it,Near,0.706,OK
2085,eliminate,eliminar,éliminer,es,fr,Near,0.75,OK
2085,eliminate,eliminar,eliminare,es,it,Near,0.941,OK
2085,eliminate,eliminar,eliminar,gl,pt,Perfect,1.0,OK
2085,eliminate,eliminar,eliminar,ca,gl,Perfect,1.0,OK
2085,eliminate,eliminar,eliminar,ca,es,Perfect,1.0,OK
2085,eliminate,eliminar,eliminar,ca,pt,Perfect,1.0,OK
2085,eliminate,eliminar,eliminar,es,pt,Perfect,1.0,OK
2085,eliminate,eliminare,eliminar,it,pt,Near,0.941,OK
2085,eliminate,eliminar,éliminer,ca,fr,Near,0.75,OK
2085,eliminate,eliminar,eliminare,ca,it,Near,0.941,OK
2085,eliminate,éliminer,eliminar,fr,pt,Near,0.75,OK
2085,eliminate,eliminar,eliminare,gl,it,Near,0.941,OK
2085,eliminate,éliminer,eliminar,fr,gl,Near,0.75,OK
2086,motion,movemento,movimento,gl,pt,Near,0.889,OK
2086,motion,movemento,movimento,gl,it,Near,0.889,OK
2086,motion,mouvement,movemento,fr,gl,Near,0.889,OK
2086,motion,moviment,mouvement,ca,fr,Near,0.824,OK
2086,motion,moviment,movimento,ca,it,Near,0.941,OK
2086,motion,moviment,movemento,ca,gl,Near,0.824,OK
2086,motion,mouvement,movimento,fr,pt,Near,0.778,OK
2086,motion,mouvement,movimento,fr,it,Near,0.778,OK
2086,motion,movimiento,movimento,es,pt,Near,0.947,OK
2086,motion,moviment,movimento,ca,pt,Near,0.941,OK
2086,motion,movimento,movimento,it,pt,Perfect,1.0,OK
2086,motion,moviment,movimiento,ca,es,Near,0.889,OK
2086,motion,movimiento,mouvement,es,fr,Near,0.737,OK
2086,motion,movimiento,movimento,es,it,Near,0.947,OK
2086,motion,movimiento,movemento,es,gl,Near,0.842,OK
2087,essential,essenziale,essencial,it,pt,Near,0.842,OK
2087,essential,essenziale,esenţial,it,ro,Near,0.778,OK
2087,essential,esencial,essencial,gl,pt,Near,0.941,OK
2087,essential,esencial,essencial,es,pt,Near,0.941,OK
2087,essential,esencial,esencial,es,gl,Perfect,1.0,OK
2087,essential,essencial,essencial,ca,pt,Perfect,1.0,OK
2087,essential,essentiel,essencial,fr,pt,Near,0.778,OK
2087,essential,esencial,essentiel,es,fr,Near,0.706,OK
2087,essential,esencial,essenziale,es,it,Near,0.778,OK
2087,essential,esencial,esenţial,es,ro,Near,0.875,OK
2087,essential,essentiel,esencial,fr,gl,Near,0.706,OK
2087,essential,essencial,esenţial,pt,ro,Near,0.824,OK
2087,essential,esencial,esenţial,gl,ro,Near,0.875,OK
2087,essential,essencial,essenziale,ca,it,Near,0.842,OK
2087,essential,esencial,essenziale,gl,it,Near,0.778,OK
2087,essential,essencial,esencial,ca,gl,Near,0.941,OK
2087,essential,essentiel,esenţial,fr,ro,Near,0.706,OK
2087,essential,essencial,esenţial,ca,ro,Near,0.824,OK
2087,essential,essencial,esencial,ca,es,Near,0.941,OK
2087,essential,essencial,essentiel,ca,fr,Near,0.778,OK
2087,essential,essentiel,essenziale,fr,it,Near,0.737,OK
2089,combination,combinazione,combinação,it,pt,Near,0.727,OK
2089,combination,combinazione,combinaţie,it,ro,Near,0.818,OK
2089,combination,combinaison,combinação,fr,pt,Near,0.762,OK
2089,combination,combinación,combinazione,gl,it,Near,0.783,OK
2089,combination,combinación,combinaţie,gl,ro,Near,0.762,OK
2089,combination,combinación,combinaţie,es,ro,Near,0.762,OK
2089,combination,combinaison,combinación,fr,gl,Near,0.818,OK
2089,combination,combinaison,combinazione,fr,it,Near,0.87,OK
2089,combination,combinaison,combinaţie,fr,ro,Near,0.762,OK
2089,combination,combinación,combinación,es,gl,Perfect,1.0,OK
2089,combination,combinació,combinaison,ca,fr,Near,0.762,OK
2089,combination,combinación,combinazione,es,it,Near,0.783,OK
2089,combination,combinación,combinaison,es,fr,Near,0.818,OK
2089,combination,combinació,combinazione,ca,it,Near,0.727,OK
2089,combination,combinació,combinaţie,ca,ro,Near,0.8,OK
2089,combination,combinació,combinación,ca,es,Near,0.952,OK
2089,combination,combinació,combinación,ca,gl,Near,0.952,OK
2090,limited,limitado,limitado,gl,pt,Perfect,1.0,OK
2090,limited,limitada,limitado,ca,es,Near,0.875,OK
2090,limited,limitada,limité,ca,fr,Near,0.714,OK
2090,limited,limitada,limitado,ca,gl,Near,0.875,OK
2090,limited,limitada,limitato,ca,it,Near,0.75,OK
2090,limited,limitato,limitat,it,ro,Near,0.933,OK
2090,limited,limitada,limitado,ca,pt,Near,0.875,OK
2090,limited,limité,limitado,fr,gl,Near,0.714,OK
2090,limited,limitada,limitat,ca,ro,Near,0.8,OK
2090,limited,limitado,limitat,pt,ro,Near,0.8,OK
2090,limited,limité,limitado,fr,pt,Near,0.714,OK
2090,limited,limité,limitat,fr,ro,Near,0.769,OK
2090,limited,limitado,limitato,gl,it,Near,0.875,OK
2090,limited,limitato,limitado,it,pt,Near,0.875,OK
2090,limited,limité,limitato,fr,it,Near,0.714,OK
2090,limited,limitado,limitat,gl,ro,Near,0.8,OK
2090,limited,limitado,limitato,es,it,Near,0.875,OK
2090,limited,limitado,limité,es,fr,Near,0.714,OK
2090,limited,limitado,limitat,es,ro,Near,0.8,OK
2090,limited,limitado,limitado,es,gl,Perfect,1.0,OK
2090,limited,limitado,limitado,es,pt,Perfect,1.0,OK
2091,description,descripció,descripción,ca,es,Near,0.952,OK
2091,description,descripción,descrición,es,gl,Near,0.952,OK
2091,description,la description,descrizione,fr,it,Near,0.72,OK
2091,description,descripción,la description,es,fr,Near,0.72,OK
2091,description,descripció,descrición,ca,gl,Near,0.9,OK
2091,description,descripción,descrizione,es,it,Near,0.727,OK
2091,description,descrición,descrizione,gl,it,Near,0.762,OK
2093,snow,nieve,neve,es,gl,Near,0.889,OK
2093,snow,neve,neve,it,pt,Perfect,1.0,OK
2093,snow,neve,neve,gl,pt,Perfect,1.0,OK
2093,snow,nieve,neve,es,pt,Near,0.889,OK
2093,snow,neve,neve,gl,it,Perfect,1.0,OK
2093,snow,nieve,neve,es,it,Near,0.889,OK
2094,implement,implemento,implementează,pt,ro,Near,0.783,OK
2094,implement,implementar,implementează,ca,ro,Near,0.833,OK
2094,implement,implementar,implementar,ca,gl,Perfect,1.0,OK
2094,implement,implementar,implementar,es,gl,Perfect,1.0,OK
2094,implement,implementar,implementează,gl,ro,Near,0.833,OK
2094,implement,implementar,implementar,ca,es,Perfect,1.0,OK
2094,implement,implementar,implemento,es,pt,Near,0.857,OK
2094,implement,implementar,implemento,gl,pt,Near,0.857,OK
2094,implement,implementar,implemento,ca,pt,Near,0.857,OK
2094,implement,implementar,implementează,es,ro,Near,0.833,OK
2096,proper,correct,corretto,fr,it,Near,0.8,OK
2098,marketing,màrqueting,marketing,ca,it,Near,0.737,OK
2098,marketing,màrqueting,márketing,ca,gl,Near,0.737,OK
2098,marketing,márketing,marketing,es,it,Near,0.889,OK
2098,marketing,márketing,marketing,es,ro,Near,0.889,OK
2098,marketing,márketing,marketing,gl,pt,Near,0.889,OK
2098,marketing,màrqueting,marketing,ca,pt,Near,0.737,OK
2098,marketing,márketing,marketing,gl,it,Near,0.889,OK
2098,marketing,márketing,marketing,es,pt,Near,0.889,OK
2098,marketing,márketing,marketing,gl,ro,Near,0.889,OK
2098,marketing,màrqueting,marketing,ca,ro,Near,0.737,OK
2098,marketing,màrqueting,márketing,ca,es,Near,0.737,OK
2098,marketing,marketing,marketing,pt,ro,Perfect,1.0,OK
2098,marketing,márketing,márketing,es,gl,Perfect,1.0,OK
2098,marketing,marketing,marketing,it,ro,Perfect,1.0,OK
2098,marketing,marketing,marketing,it,pt,Perfect,1.0,OK
2099,approve,aprovar,aprovar,ca,pt,Perfect,1.0,OK
2099,approve,aprobar,aprobar,es,gl,Perfect,1.0,OK
2099,approve,aprobar,aproba,gl,ro,Near,0.923,OK
2099,approve,approuver,aprovar,fr,pt,Near,0.75,OK
2099,approve,aprovar,approvare,ca,it,Near,0.875,OK
2099,approve,aprovar,aproba,ca,ro,Near,0.769,OK
2099,approve,aprovar,aprobar,ca,gl,Near,0.857,OK
2099,approve,approuver,approvare,fr,it,Near,0.778,OK
2099,approve,aprobar,aprovar,es,pt,Near,0.857,OK
2099,approve,aprobar,approvare,gl,it,Near,0.75,OK
2099,approve,aprovar,approuver,ca,fr,Near,0.75,OK
2099,approve,aprobar,approvare,es,it,Near,0.75,OK
2099,approve,approvare,aprovar,it,pt,Near,0.875,OK
2099,approve,aprovar,aprobar,ca,es,Near,0.857,OK
2099,approve,aprovar,aproba,pt,ro,Near,0.769,OK
2099,approve,aprobar,aproba,es,ro,Near,0.923,OK
2099,approve,aprobar,aprovar,gl,pt,Near,0.857,OK
2101,bomb,bomba,bombe,es,fr,Near,0.8,OK
2101,bomb,bomba,bombear,es,pt,Near,0.833,OK
2101,bomb,bombe,bomba,fr,it,Near,0.8,OK
2101,bomb,bombe,bombear,fr,pt,Near,0.833,OK
2101,bomb,bomba,bombă,es,ro,Near,0.8,OK
2101,bomb,bombe,bombă,fr,ro,Near,0.8,OK
2101,bomb,bomba,bombear,it,pt,Near,0.833,OK
2101,bomb,bomba,bombă,gl,ro,Near,0.8,OK
2101,bomb,bomba,bombă,ca,ro,Near,0.8,OK
2101,bomb,bomba,bombear,gl,pt,Near,0.833,OK
2101,bomb,bomba,bombă,it,ro,Near,0.8,OK
2101,bomb,bombe,bomba,fr,gl,Near,0.8,OK
2101,bomb,bomba,bombear,ca,pt,Near,0.833,OK
2101,bomb,bomba,bomba,ca,gl,Perfect,1.0,OK
2101,bomb,bomba,bombe,ca,fr,Near,0.8,OK
2101,bomb,bomba,bomba,es,it,Perfect,1.0,OK
2101,bomb,bomba,bomba,es,gl,Perfect,1.0,OK
2101,bomb,bomba,bomba,ca,es,Perfect,1.0,OK
2101,bomb,bomba,bomba,ca,it,Perfect,1.0,OK
2101,bomb,bomba,bomba,gl,it,Perfect,1.0,OK
2102,slip,escorregar,escorregar,gl,pt,Perfect,1.0,OK
2103,regional,regional,regionale,es,it,Near,0.941,OK
2103,regional,regional,regional,ca,pt,Perfect,1.0,OK
2103,regional,regional,regional,es,pt,Perfect,1.0,OK
2103,regional,regional,regional,es,ro,Perfect,1.0,OK
2103,regional,regional,regional,ca,es,Perfect,1.0,OK
2103,regional,Rexional,regional,gl,ro,Near,0.75,OK
2103,regional,Rexional,regional,gl,pt,Near,0.75,OK
2103,regional,regional,régional,es,fr,Near,0.875,OK
2103,regional,regional,Rexional,ca,gl,Near,0.75,OK
2103,regional,régional,regional,fr,pt,Near,0.875,OK
2103,regional,regional,régional,ca,fr,Near,0.875,OK
2103,regional,regionale,regional,it,ro,Near,0.941,OK
2103,regional,regionale,regional,it,pt,Near,0.941,OK
2103,regional,regional,regionale,ca,it,Near,0.941,OK
2103,regional,régional,regional,fr,ro,Near,0.875,OK
2103,regional,Rexional,regionale,gl,it,Near,0.706,OK
2103,regional,regional,Rexional,es,gl,Near,0.75,OK
2103,regional,régional,regionale,fr,it,Near,0.824,OK
2103,regional,regional,regional,ca,ro,Perfect,1.0,OK
2103,regional,regional,regional,pt,ro,Perfect,1.0,OK
2105,muscle,músculo,muscolo,gl,it,Near,0.714,OK
2105,muscle,músculo,muscolo,es,it,Near,0.714,OK
2105,muscle,muscle,muscolo,fr,it,Near,0.769,OK
2105,muscle,múscul,músculo,ca,gl,Near,0.923,OK
2105,muscle,múscul,músculo,ca,pt,Near,0.923,OK
2105,muscle,múscul,músculo,ca,es,Near,0.923,OK
2105,muscle,muscolo,músculo,it,pt,Near,0.714,OK
2105,muscle,músculo,músculo,gl,pt,Perfect,1.0,OK
2105,muscle,músculo,músculo,es,pt,Perfect,1.0,OK
2105,muscle,músculo,músculo,es,gl,Perfect,1.0,OK
2106,contact,contacto,contacto,es,gl,Perfect,1.0,OK
2108,FAŁSZ,Fals,Fals,ca,ro,Perfect,1.0,OK
2108,FAŁSZ,Falso,Fals,es,ro,Near,0.889,OK
2108,FAŁSZ,Falso,falso,es,it,Near,0.8,OK
2108,FAŁSZ,Fals,Falso,ca,es,Near,0.889,OK
2108,FAŁSZ,Falso,Fals,gl,ro,Near,0.889,OK
2108,FAŁSZ,Fals,Falso,ca,pt,Near,0.889,OK
2108,FAŁSZ,Fals,Falso,ca,gl,Near,0.889,OK
2108,FAŁSZ,Falso,Fals,pt,ro,Near,0.889,OK
2108,FAŁSZ,falso,Falso,it,pt,Near,0.8,OK
2108,FAŁSZ,Falso,falso,gl,it,Near,0.8,OK
2108,FAŁSZ,Falso,Falso,es,gl,Perfect,1.0,OK
2108,FAŁSZ,Falso,Falso,es,pt,Perfect,1.0,OK
2108,FAŁSZ,Falso,Falso,gl,pt,Perfect,1.0,OK
2110,creation,creación,creazione,gl,it,Near,0.706,OK
2110,creation,creación,creazione,es,it,Near,0.706,OK
2110,creation,creació,creación,ca,es,Near,0.933,OK
2110,creation,creación,creación,es,gl,Perfect,1.0,OK
2110,creation,création,creazione,fr,it,Near,0.706,OK
2110,creation,creació,creación,ca,gl,Near,0.933,OK
2111,typically,típicamente,tipicamente,es,it,Near,0.909,OK
2111,typically,típicamente,tipicamente,es,pt,Near,0.909,OK
2111,typically,típicament,típicamente,ca,es,Near,0.952,OK
2111,typically,típicament,tipicamente,ca,it,Near,0.857,OK
2111,typically,tipicamente,tipicamente,it,pt,Perfect,1.0,OK
2111,typically,típicament,tipicamente,ca,pt,Near,0.857,OK
2112,spending,gasto,gastando,gl,pt,Near,0.769,OK
2112,spending,gasto,gasto,es,gl,Perfect,1.0,OK
2112,spending,gasto,gastando,es,pt,Near,0.769,OK
2113,instrument,instrumento,instrument,es,fr,Near,0.952,OK
2113,instrument,instrument,instrumento,fr,gl,Near,0.952,OK
2113,instrument,instrumento,instrument,es,ro,Near,0.952,OK
2113,instrument,instrumento,strumento,es,it,Near,0.9,OK
2113,instrument,instrumento,instrument,pt,ro,Near,0.952,OK
2113,instrument,instrument,strumento,ca,it,Near,0.842,OK
2113,instrument,instrument,strumento,fr,it,Near,0.842,OK
2113,instrument,strumento,instrument,it,ro,Near,0.842,OK
2113,instrument,instrumento,instrumento,es,gl,Perfect,1.0,OK
2113,instrument,instrumento,instrument,gl,ro,Near,0.952,OK
2113,instrument,strumento,instrumento,it,pt,Near,0.9,OK
2113,instrument,instrument,instrumento,fr,pt,Near,0.952,OK
2113,instrument,instrumento,strumento,gl,it,Near,0.9,OK
2113,instrument,instrument,instrument,ca,ro,Perfect,1.0,OK
2113,instrument,instrument,instrument,ca,fr,Perfect,1.0,OK
2113,instrument,instrument,instrument,fr,ro,Perfect,1.0,OK
2113,instrument,instrumento,instrumento,es,pt,Perfect,1.0,OK
2113,instrument,instrumento,instrumento,gl,pt,Perfect,1.0,OK
2113,instrument,instrument,instrumento,ca,pt,Near,0.952,OK
2113,instrument,instrument,instrumento,ca,es,Near,0.952,OK
2113,instrument,instrument,instrumento,ca,gl,Near,0.952,OK
2116,thick,groso,gros,gl,ro,Near,0.889,OK
2116,thick,grueso,groso,es,gl,Near,0.727,OK
2118,increased,aumentado,aumentou,es,pt,Near,0.824,OK
2118,increased,augmentat,aumentado,ca,es,Near,0.778,OK
2118,increased,aumentado,è aumentato,es,it,Near,0.8,OK
2118,increased,augmentat,aumentou,ca,pt,Near,0.706,OK
2118,increased,augmenté,aumentou,fr,gl,Near,0.75,OK
2118,increased,aumentou,aumentou,gl,pt,Perfect,1.0,OK
2118,increased,augmentat,è aumentato,ca,it,Near,0.8,OK
2118,increased,augmenté,aumentou,fr,pt,Near,0.75,OK
2118,increased,augmentat,aumentou,ca,gl,Near,0.706,OK
2118,increased,augmentat,augmenté,ca,fr,Near,0.824,OK
2118,increased,è aumentato,aumentou,it,pt,Near,0.737,OK
2118,increased,aumentado,augmenté,es,fr,Near,0.706,OK
2118,increased,aumentado,aumentou,es,gl,Near,0.824,OK
2118,increased,aumentou,è aumentato,gl,it,Near,0.737,OK
2119,inspire,inspirer,inspirar,fr,pt,Near,0.875,OK
2119,inspire,inspirer,ispirare,fr,it,Near,0.75,OK
2119,inspire,inspirar,a inspira,es,ro,Near,0.824,OK
2119,inspire,inspirer,inspirar,fr,gl,Near,0.875,OK
2119,inspire,inspirer,a inspira,fr,ro,Near,0.706,OK
2119,inspire,inspirar,inspirar,ca,pt,Perfect,1.0,OK
2119,inspire,inspirar,inspirar,ca,es,Perfect,1.0,OK
2119,inspire,ispirare,a inspira,it,ro,Near,0.706,OK
2119,inspire,inspirar,a inspira,pt,ro,Near,0.824,OK
2119,inspire,ispirare,inspirar,it,pt,Near,0.875,OK
2119,inspire,inspirar,a inspira,gl,ro,Near,0.824,OK
2119,inspire,inspirar,ispirare,gl,it,Near,0.875,OK
2119,inspire,inspirar,ispirare,ca,it,Near,0.875,OK
2119,inspire,inspirar,inspirer,ca,fr,Near,0.875,OK
2119,inspire,inspirar,inspirer,es,fr,Near,0.875,OK
2119,inspire,inspirar,inspirar,gl,pt,Perfect,1.0,OK
2119,inspire,inspirar,inspirar,ca,gl,Perfect,1.0,OK
2119,inspire,inspirar,inspirar,es,pt,Perfect,1.0,OK
2119,inspire,inspirar,ispirare,es,it,Near,0.875,OK
2119,inspire,inspirar,a inspira,ca,ro,Near,0.824,OK
2119,inspire,inspirar,inspirar,es,gl,Perfect,1.0,OK
2120,separate,separado,separado,gl,pt,Perfect,1.0,OK
2121,noise,ruido,ruído,es,pt,Near,0.8,OK
2121,noise,ruído,ruído,gl,pt,Perfect,1.0,OK
2121,noise,ruido,ruído,es,gl,Near,0.8,OK
2122,yellow,amarillo,amarelo,es,pt,Near,0.8,OK
2122,yellow,amarelo,amarelo,gl,pt,Perfect,1.0,OK
2122,yellow,amarillo,amarelo,es,gl,Near,0.8,OK
2124,e-mail,e-mail,e-mail,fr,ro,Perfect,1.0,OK
2124,e-mail,correu electrònic,correo electrónico,ca,gl,Near,0.857,OK
2124,e-mail,Email,e-mail,es,fr,Near,0.727,OK
2124,e-mail,Email,e-mail,es,it,Near,0.727,OK
2124,e-mail,Email,e-mail,es,ro,Near,0.727,OK
2124,e-mail,e-mail,o email,it,pt,Near,0.769,OK
2124,e-mail,e-mail,o email,fr,pt,Near,0.769,OK
2124,e-mail,e-mail,e-mail,it,ro,Perfect,1.0,OK
2124,e-mail,e-mail,e-mail,fr,it,Perfect,1.0,OK
2124,e-mail,o email,e-mail,pt,ro,Near,0.769,OK
2125,cycle,ciclo,ciclo,gl,it,Perfect,1.0,OK
2125,cycle,cicle,cycle,ca,fr,Near,0.8,OK
2125,cycle,ciclo,ciclo,es,it,Perfect,1.0,OK
2125,cycle,ciclo,ciclo,es,pt,Perfect,1.0,OK
2125,cycle,ciclo,ciclo,es,gl,Perfect,1.0,OK
2125,cycle,ciclo,ciclo,it,pt,Perfect,1.0,OK
2125,cycle,cicle,ciclo,ca,pt,Near,0.8,OK
2125,cycle,cicle,ciclo,ca,es,Near,0.8,OK
2125,cycle,cicle,ciclo,ca,it,Near,0.8,OK
2125,cycle,ciclo,ciclu,it,ro,Near,0.8,OK
2125,cycle,ciclo,ciclu,es,ro,Near,0.8,OK
2125,cycle,ciclo,ciclu,gl,ro,Near,0.8,OK
2125,cycle,ciclo,ciclo,gl,pt,Perfect,1.0,OK
2125,cycle,cicle,ciclu,ca,ro,Near,0.8,OK
2125,cycle,cicle,ciclo,ca,gl,Near,0.8,OK
2125,cycle,ciclo,ciclu,pt,ro,Near,0.8,OK
2127,app,aplicació,aplicația,ca,ro,Near,0.778,OK
2127,app,aplicación,aplicația,es,ro,Near,0.737,OK
2127,app,aplicació,aplicación,ca,gl,Near,0.947,OK
2127,app,application,aplicación,fr,gl,Near,0.762,OK
2127,app,aplicació,aplicativo,ca,pt,Near,0.737,OK
2127,app,aplicación,aplicación,es,gl,Perfect,1.0,OK
